FirstName,LastName,samAccountName,UserPrincipalName,Email,JobTitle,City,Company,Department
Samantha,White,samantha.white,samantha.white@skillsnet.dk,samantha.white@skillsnet.dk,Energy manager,New Shelley,Skillsnet,Sales
James,Booth,james.booth,james.booth@skillsnet.dk,james.booth@skillsnet.dk,Geoscientist,New Melissa,Skillsnet,Development
Doris,Martinez,doris.martinez,doris.martinez@skillsnet.dk,doris.martinez@skillsnet.dk,Fish farm manager,Schmittville,Skillsnet,Finance
Megan,Brown,megan.brown,megan.brown@skillsnet.dk,megan.brown@skillsnet.dk,Arboriculturist,Port Julieville,Skillsnet,Development
Nicole,Garza,nicole.garza,nicole.garza@skillsnet.dk,nicole.garza@skillsnet.dk,Data processing manager,Lake Michael,Skillsnet,Development
Cory,Bennett,cory.bennett,cory.bennett@skillsnet.dk,cory.bennett@skillsnet.dk,Comptroller,Ashleyhaven,Skillsnet,Tech
James,Walker,james.walker,james.walker@skillsnet.dk,james.walker@skillsnet.dk,"Therapist, speech and language",Morrisonville,Skillsnet,Development
Donald,Larsen,donald.larsen,donald.larsen@skillsnet.dk,donald.larsen@skillsnet.dk,Chief of Staff,Lake David,Skillsnet,Tech
Sandy,Baker,sandy.baker,sandy.baker@skillhire.net,sandy.baker@skillhire.net,"Journalist, broadcasting",South Valerie,SkillHire,Contractors
Matthew,Garcia,matthew.garcia,matthew.garcia@skillsnet.dk,matthew.garcia@skillsnet.dk,Chemical engineer,Smithborough,Skillsnet,Development
Matthew,Wilkerson,matthew.wilkerson,matthew.wilkerson@skillsnet.dk,matthew.wilkerson@skillsnet.dk,Lawyer,Lawrencemouth,Skillsnet,Development
Cameron,Franklin,cameron.franklin,cameron.franklin@skillsnet.dk,cameron.franklin@skillsnet.dk,Human resources officer,South Monica,Skillsnet,Tech
Brian,Rivera,brian.rivera,brian.rivera@talentforce.net,brian.rivera@talentforce.net,Chartered public finance accountant,Sherrytown,TalentForce,Contractors
Latoya,Oliver,latoya.oliver,latoya.oliver@skillsnet.dk,latoya.oliver@skillsnet.dk,"Designer, jewellery",Lake Angela,Skillsnet,Finance
Ashley,Frazier,ashley.frazier,ashley.frazier@skillsnet.dk,ashley.frazier@skillsnet.dk,"Programme researcher, broadcasting/film/video",Port Perryview,Skillsnet,Employees
Taylor,Johnson,taylor.johnson,taylor.johnson@skillsnet.dk,taylor.johnson@skillsnet.dk,Aeronautical engineer,Shepherdberg,Skillsnet,Sales
Lindsay,Turner,lindsay.turner,lindsay.turner@skillsnet.dk,lindsay.turner@skillsnet.dk,Human resources officer,South Lauren,Skillsnet,Development
Adam,Nguyen,adam.nguyen,adam.nguyen@skillsnet.dk,adam.nguyen@skillsnet.dk,"Designer, fashion/clothing",Aguirreport,Skillsnet,Development
Melissa,Crane,melissa.crane,melissa.crane@skillsnet.dk,melissa.crane@skillsnet.dk,"Designer, graphic",South Michellehaven,Skillsnet,Finance
Michelle,Kane,michelle.kane,michelle.kane@skillsnet.dk,michelle.kane@skillsnet.dk,Social researcher,South Lori,Skillsnet,Finance
Matthew,Holt,matthew.holt,matthew.holt@skillsnet.dk,matthew.holt@skillsnet.dk,"Surveyor, planning and development",Tonyaburgh,Skillsnet,Finance
Lisa,Davis,lisa.davis,lisa.davis@skillsnet.dk,lisa.davis@skillsnet.dk,"Clinical scientist, histocompatibility and immunogenetics",South Veronica,Skillsnet,Development
Jennifer,Bruce,jennifer.bruce,jennifer.bruce@skillsnet.dk,jennifer.bruce@skillsnet.dk,"Engineer, agricultural",Port Mercedesmouth,Skillsnet,Development
Joseph,Lawrence,joseph.lawrence,joseph.lawrence@skillsnet.dk,joseph.lawrence@skillsnet.dk,Probation officer,West Morganchester,Skillsnet,Employees
Rhonda,Walker,rhonda.walker,rhonda.walker@skillsnet.dk,rhonda.walker@skillsnet.dk,Public relations account executive,New Lorifurt,Skillsnet,Tech
Vicki,Marsh,vicki.marsh,vicki.marsh@nordictemps.net,vicki.marsh@nordictemps.net,Leisure centre manager,New Michael,NordicTemps,Contractors
Lauren,Thompson,lauren.thompson,lauren.thompson@skillsnet.dk,lauren.thompson@skillsnet.dk,Health visitor,Port Tara,Skillsnet,Tech
David,Fitzgerald,david.fitzgerald,david.fitzgerald@nordictemps.net,david.fitzgerald@nordictemps.net,"Designer, fashion/clothing",Lisaburgh,NordicTemps,Contractors
Michelle,Johnson,michelle.johnson,michelle.johnson@skillsnet.dk,michelle.johnson@skillsnet.dk,Careers adviser,South Robert,Skillsnet,Employees
Chase,Hudson,chase.hudson,chase.hudson@skillsnet.dk,chase.hudson@skillsnet.dk,Social worker,East Mariomouth,Skillsnet,Sales
Tracie,Moran,tracie.moran,tracie.moran@skillsnet.dk,tracie.moran@skillsnet.dk,Chief Technology Officer,Port Paula,Skillsnet,Development
Katie,Chapman,katie.chapman,katie.chapman@skillsnet.dk,katie.chapman@skillsnet.dk,Art therapist,Parsonsborough,Skillsnet,Development
Amanda,Snyder,amanda.snyder,amanda.snyder@skillsnet.dk,amanda.snyder@skillsnet.dk,Adult guidance worker,New Jacobfort,Skillsnet,Sales
Karen,Gonzalez,karen.gonzalez,karen.gonzalez@skillsnet.dk,karen.gonzalez@skillsnet.dk,Horticultural therapist,East Nathanside,Skillsnet,Sales
Lindsey,Smith,lindsey.smith,lindsey.smith@skillsnet.dk,lindsey.smith@skillsnet.dk,Web designer,Dianaside,Skillsnet,Tech
Latoya,Carpenter,latoya.carpenter,latoya.carpenter@skillsnet.dk,latoya.carpenter@skillsnet.dk,"Administrator, charities/voluntary organisations",Gomezmouth,Skillsnet,Finance
Sydney,Serrano,sydney.serrano,sydney.serrano@skillsnet.dk,sydney.serrano@skillsnet.dk,Logistics and distribution manager,West Annestad,Skillsnet,Sales
Benjamin,Smith,benjamin.smith,benjamin.smith@skillsnet.dk,benjamin.smith@skillsnet.dk,"Therapist, speech and language",Smithbury,Skillsnet,Sales
Lori,Hudson,lori.hudson,lori.hudson@skillsnet.dk,lori.hudson@skillsnet.dk,Hospital doctor,East Hannahmouth,Skillsnet,Finance
Amanda,Wong,amanda.wong,amanda.wong@skillsnet.dk,amanda.wong@skillsnet.dk,"Administrator, education",Port Christopherfurt,Skillsnet,Finance
Patrick,Thompson,patrick.thompson,patrick.thompson@skillsnet.dk,patrick.thompson@skillsnet.dk,English as a second language teacher,North Michellefurt,Skillsnet,Finance
Richard,Campbell,richard.campbell,richard.campbell@skillsnet.dk,richard.campbell@skillsnet.dk,Museum/gallery conservator,Lake Luischester,Skillsnet,Tech
April,Leblanc,april.leblanc,april.leblanc@skillsnet.dk,april.leblanc@skillsnet.dk,Market researcher,Lake Antonio,Skillsnet,Employees
Travis,Mccann,travis.mccann,travis.mccann@talentforce.net,travis.mccann@talentforce.net,Art gallery manager,West Stephen,TalentForce,Contractors
Jack,Gonzalez,jack.gonzalez,jack.gonzalez@skillsnet.dk,jack.gonzalez@skillsnet.dk,Animal technologist,North Kelly,Skillsnet,Employees
Marcus,Quinn,marcus.quinn,marcus.quinn@skillsnet.dk,marcus.quinn@skillsnet.dk,Cytogeneticist,New Jennifer,Skillsnet,Employees
Joshua,Landry,joshua.landry,joshua.landry@skillsnet.dk,joshua.landry@skillsnet.dk,Clinical psychologist,Martinfurt,Skillsnet,Sales
Kristen,Ortiz,kristen.ortiz,kristen.ortiz@talentforce.net,kristen.ortiz@talentforce.net,Naval architect,New Crystal,TalentForce,Contractors
Nicole,Barker,nicole.barker,nicole.barker@skillsnet.dk,nicole.barker@skillsnet.dk,Medical laboratory scientific officer,Lake Christinabury,Skillsnet,Sales
Jason,Ross,jason.ross,jason.ross@skillsnet.dk,jason.ross@skillsnet.dk,Environmental manager,New Danielburgh,Skillsnet,Tech
Kevin,Flores,kevin.flores,kevin.flores@skillsnet.dk,kevin.flores@skillsnet.dk,"Conservator, museum/gallery",New Robert,Skillsnet,Tech
Alexander,Kramer,alexander.kramer,alexander.kramer@skillsnet.dk,alexander.kramer@skillsnet.dk,Corporate investment banker,New Javiermouth,Skillsnet,Finance
Elizabeth,Nelson,elizabeth.nelson,elizabeth.nelson@skillsnet.dk,elizabeth.nelson@skillsnet.dk,Pension scheme manager,Port Johnview,Skillsnet,Finance
James,Wade,james.wade,james.wade@skillsnet.dk,james.wade@skillsnet.dk,"Geologist, wellsite",Watsonport,Skillsnet,Employees
Brian,Baker,brian.baker,brian.baker@skillsnet.dk,brian.baker@skillsnet.dk,Clinical cytogeneticist,Justinmouth,Skillsnet,Finance
Jesse,Krause,jesse.krause,jesse.krause@skillsnet.dk,jesse.krause@skillsnet.dk,"Engineer, communications",Lake Nicholas,Skillsnet,Development
Amanda,King,amanda.king,amanda.king@talentforce.net,amanda.king@talentforce.net,Dispensing optician,Rebeccatown,TalentForce,Contractors
Natalie,Caldwell,natalie.caldwell,natalie.caldwell@skillsnet.dk,natalie.caldwell@skillsnet.dk,Social researcher,Cohenview,Skillsnet,Tech
Linda,Harris,linda.harris,linda.harris@nordictemps.net,linda.harris@nordictemps.net,Hydrologist,North Vincentchester,NordicTemps,Contractors
Emily,Gomez,emily.gomez,emily.gomez@outsourcedk.net,emily.gomez@outsourcedk.net,Data processing manager,West Jessicaport,OutsourceDK,Contractors
Gordon,Lam,gordon.lam,gordon.lam@skillsnet.dk,gordon.lam@skillsnet.dk,Firefighter,North Tim,Skillsnet,Employees
James,Simmons,james.simmons,james.simmons@skillsnet.dk,james.simmons@skillsnet.dk,Land,Port Valeriemouth,Skillsnet,Sales
Lisa,Bell,lisa.bell,lisa.bell@skillsnet.dk,lisa.bell@skillsnet.dk,"Conservation officer, nature",Port Stevenfort,Skillsnet,Finance
Luis,Lynch,luis.lynch,luis.lynch@skillsnet.dk,luis.lynch@skillsnet.dk,Radio broadcast assistant,West Brandon,Skillsnet,Tech
Hannah,Jones,hannah.jones,hannah.jones@skillsnet.dk,hannah.jones@skillsnet.dk,"Therapist, horticultural",North Kathryn,Skillsnet,Development
Misty,Hall,misty.hall,misty.hall@skillsnet.dk,misty.hall@skillsnet.dk,Clinical biochemist,Mcmahonshire,Skillsnet,Finance
Sydney,Hooper,sydney.hooper,sydney.hooper@skillsnet.dk,sydney.hooper@skillsnet.dk,Airline pilot,South Valeriechester,Skillsnet,Finance
Alexandria,Perez,alexandria.perez,alexandria.perez@skillsnet.dk,alexandria.perez@skillsnet.dk,Financial trader,Lake Denise,Skillsnet,Finance
Stephanie,Nichols,stephanie.nichols,stephanie.nichols@skillsnet.dk,stephanie.nichols@skillsnet.dk,Dance movement psychotherapist,Michaelhaven,Skillsnet,Tech
John,Waters,john.waters,john.waters@skillsnet.dk,john.waters@skillsnet.dk,"Therapist, sports",West Howard,Skillsnet,Tech
Dominique,Johnson,dominique.johnson,dominique.johnson@skillsnet.dk,dominique.johnson@skillsnet.dk,Dealer,New Leonardbury,Skillsnet,Finance
Curtis,Mcgee,curtis.mcgee,curtis.mcgee@skillsnet.dk,curtis.mcgee@skillsnet.dk,"Surveyor, planning and development",Lake Franceshaven,Skillsnet,Employees
Christina,Nielsen,christina.nielsen,christina.nielsen@skillsnet.dk,christina.nielsen@skillsnet.dk,"Research officer, political party",Matthewland,Skillsnet,Tech
Jason,Walters,jason.walters,jason.walters@skillsnet.dk,jason.walters@skillsnet.dk,Operations geologist,Williammouth,Skillsnet,Tech
Jeffrey,Chapman,jeffrey.chapman,jeffrey.chapman@skillsnet.dk,jeffrey.chapman@skillsnet.dk,"Librarian, public",Jenniferland,Skillsnet,Development
Linda,Cole,linda.cole,linda.cole@skillsnet.dk,linda.cole@skillsnet.dk,Conference centre manager,Lake Collinview,Skillsnet,Development
Vanessa,Cook,vanessa.cook,vanessa.cook@skillsnet.dk,vanessa.cook@skillsnet.dk,"Producer, radio",West Jessicabury,Skillsnet,Employees
Lisa,Cross,lisa.cross,lisa.cross@talentforce.net,lisa.cross@talentforce.net,Mechanical engineer,Harrisfurt,TalentForce,Contractors
Tammie,Carpenter,tammie.carpenter,tammie.carpenter@skillsnet.dk,tammie.carpenter@skillsnet.dk,Insurance account manager,Leontown,Skillsnet,Sales
Amy,Henson,amy.henson,amy.henson@skillsnet.dk,amy.henson@skillsnet.dk,Interior and spatial designer,South Douglasberg,Skillsnet,Tech
Brent,Mcintyre,brent.mcintyre,brent.mcintyre@skillhire.net,brent.mcintyre@skillhire.net,"Horticulturist, amenity",Port Diana,SkillHire,Contractors
John,Cunningham,john.cunningham,john.cunningham@skillsnet.dk,john.cunningham@skillsnet.dk,Environmental health practitioner,Stewartport,Skillsnet,Development
Andrew,Murray,andrew.murray,andrew.murray@nordictemps.net,andrew.murray@nordictemps.net,Museum/gallery curator,East Jessica,NordicTemps,Contractors
Shawn,Moore,shawn.moore,shawn.moore@skillsnet.dk,shawn.moore@skillsnet.dk,"Accountant, chartered",New Victoria,Skillsnet,Sales
Renee,Davis,renee.davis,renee.davis@skillsnet.dk,renee.davis@skillsnet.dk,Audiological scientist,Port Jeremy,Skillsnet,Employees
Jonathan,Knight,jonathan.knight,jonathan.knight@skillsnet.dk,jonathan.knight@skillsnet.dk,Minerals surveyor,Triciafort,Skillsnet,Finance
Vanessa,Jensen,vanessa.jensen,vanessa.jensen@skillsnet.dk,vanessa.jensen@skillsnet.dk,Arts administrator,East Joyce,Skillsnet,Finance
Sydney,Garcia,sydney.garcia,sydney.garcia@skillsnet.dk,sydney.garcia@skillsnet.dk,Claims inspector/assessor,New Anitashire,Skillsnet,Tech
Mary,Lara,mary.lara,mary.lara@skillsnet.dk,mary.lara@skillsnet.dk,Politician's assistant,Santosfurt,Skillsnet,Tech
Alexis,Jensen,alexis.jensen,alexis.jensen@skillsnet.dk,alexis.jensen@skillsnet.dk,"Scientist, research (physical sciences)",Jacquelineborough,Skillsnet,Development
Kelly,Morales,kelly.morales,kelly.morales@outsourcedk.net,kelly.morales@outsourcedk.net,"Scientist, research (maths)",South Ashleybury,OutsourceDK,Contractors
Sara,Baker,sara.baker,sara.baker@skillsnet.dk,sara.baker@skillsnet.dk,Information systems manager,Port Leeview,Skillsnet,Finance
Sydney,Palmer,sydney.palmer,sydney.palmer@skillsnet.dk,sydney.palmer@skillsnet.dk,Production manager,Garciashire,Skillsnet,Development
Lisa,Morris,lisa.morris,lisa.morris@skillhire.net,lisa.morris@skillhire.net,Camera operator,Clinetown,SkillHire,Contractors
Lisa,Randall,lisa.randall,lisa.randall@skillsnet.dk,lisa.randall@skillsnet.dk,Land/geomatics surveyor,New Jamestown,Skillsnet,Sales
Sharon,Smith,sharon.smith,sharon.smith@outsourcedk.net,sharon.smith@outsourcedk.net,Insurance claims handler,Rodrigueztown,OutsourceDK,Contractors
Victor,Young,victor.young,victor.young@skillsnet.dk,victor.young@skillsnet.dk,"Scientist, biomedical",Kristenview,Skillsnet,Tech
James,Garner,james.garner,james.garner@nordictemps.net,james.garner@nordictemps.net,Toxicologist,Velezport,NordicTemps,Contractors
Mark,Blake,mark.blake,mark.blake@skillhire.net,mark.blake@skillhire.net,Technical author,Danielland,SkillHire,Contractors
Eric,Bryant,eric.bryant,eric.bryant@skillsnet.dk,eric.bryant@skillsnet.dk,Magazine journalist,Colleenbury,Skillsnet,Development
Jenna,Arnold,jenna.arnold,jenna.arnold@skillsnet.dk,jenna.arnold@skillsnet.dk,"Programme researcher, broadcasting/film/video",Greenville,Skillsnet,Sales
Christopher,Mcdaniel,christopher.mcdaniel,christopher.mcdaniel@skillsnet.dk,christopher.mcdaniel@skillsnet.dk,Drilling engineer,Port Johnmouth,Skillsnet,Employees
Michael,Reyes,michael.reyes,michael.reyes@skillsnet.dk,michael.reyes@skillsnet.dk,Licensed conveyancer,West Nicole,Skillsnet,Finance
Bradley,Gordon,bradley.gordon,bradley.gordon@skillsnet.dk,bradley.gordon@skillsnet.dk,"Investment banker, operational",Katherinemouth,Skillsnet,Sales
Charles,Meyers,charles.meyers,charles.meyers@nordictemps.net,charles.meyers@nordictemps.net,Advertising account planner,Guerraburgh,NordicTemps,Contractors
Michael,Gilbert,michael.gilbert,michael.gilbert@skillhire.net,michael.gilbert@skillhire.net,"Geneticist, molecular",Smithburgh,SkillHire,Contractors
John,Levy,john.levy,john.levy@skillsnet.dk,john.levy@skillsnet.dk,Clothing/textile technologist,South Seanfurt,Skillsnet,Tech
Deborah,George,deborah.george,deborah.george@skillsnet.dk,deborah.george@skillsnet.dk,Animator,Anthonytown,Skillsnet,Development
Stephen,Wright,stephen.wright,stephen.wright@skillsnet.dk,stephen.wright@skillsnet.dk,"Editor, commissioning",Garciafurt,Skillsnet,Employees
Anna,Baker,anna.baker,anna.baker@skillsnet.dk,anna.baker@skillsnet.dk,"Copywriter, advertising",North Jonathanhaven,Skillsnet,Tech
Donna,Serrano,donna.serrano,donna.serrano@skillsnet.dk,donna.serrano@skillsnet.dk,Higher education careers adviser,West Timothymouth,Skillsnet,Finance
Joseph,Hall,joseph.hall,joseph.hall@skillsnet.dk,joseph.hall@skillsnet.dk,"Scientist, product/process development",South Alexandra,Skillsnet,Finance
Andrew,Roth,andrew.roth,andrew.roth@skillsnet.dk,andrew.roth@skillsnet.dk,"Investment banker, operational",New Teresaborough,Skillsnet,Sales
Jennifer,Wilson,jennifer.wilson,jennifer.wilson@skillsnet.dk,jennifer.wilson@skillsnet.dk,Financial planner,Port Jessicamouth,Skillsnet,Employees
Edward,Baldwin,edward.baldwin,edward.baldwin@skillsnet.dk,edward.baldwin@skillsnet.dk,"Teacher, music",Fernandezchester,Skillsnet,Finance
Hector,Baker,hector.baker,hector.baker@skillsnet.dk,hector.baker@skillsnet.dk,Arboriculturist,Stephanieport,Skillsnet,Sales
Melinda,Fitzgerald,melinda.fitzgerald,melinda.fitzgerald@skillhire.net,melinda.fitzgerald@skillhire.net,Graphic designer,South Adam,SkillHire,Contractors
Michele,Miranda,michele.miranda,michele.miranda@skillsnet.dk,michele.miranda@skillsnet.dk,Chiropodist,New Mark,Skillsnet,Tech
Anne,Smith,anne.smith,anne.smith@skillsnet.dk,anne.smith@skillsnet.dk,"Social research officer, government",New Eric,Skillsnet,Tech
Donald,Kelley,donald.kelley,donald.kelley@skillsnet.dk,donald.kelley@skillsnet.dk,Orthoptist,Smithport,Skillsnet,Tech
Max,Elliott,max.elliott,max.elliott@skillsnet.dk,max.elliott@skillsnet.dk,"Administrator, sports",New Samantha,Skillsnet,Finance
Michael,Hammond,michael.hammond,michael.hammond@skillsnet.dk,michael.hammond@skillsnet.dk,"Lighting technician, broadcasting/film/video",New Ericastad,Skillsnet,Sales
Michael,Ortiz,michael.ortiz,michael.ortiz@skillsnet.dk,michael.ortiz@skillsnet.dk,Media planner,Laurenborough,Skillsnet,Tech
Mary,Lopez,mary.lopez,mary.lopez@skillsnet.dk,mary.lopez@skillsnet.dk,Control and instrumentation engineer,West Bonnieside,Skillsnet,Development
Colleen,Davis,colleen.davis,colleen.davis@nordictemps.net,colleen.davis@nordictemps.net,Diagnostic radiographer,Jonathanview,NordicTemps,Contractors
Sean,Foster,sean.foster,sean.foster@skillsnet.dk,sean.foster@skillsnet.dk,Media planner,West Edwardburgh,Skillsnet,Development
Matthew,Townsend,matthew.townsend,matthew.townsend@skillsnet.dk,matthew.townsend@skillsnet.dk,Minerals surveyor,Josephstad,Skillsnet,Development
Lori,Gutierrez,lori.gutierrez,lori.gutierrez@skillsnet.dk,lori.gutierrez@skillsnet.dk,"Engineer, maintenance",East Brandi,Skillsnet,Employees
Victoria,Simmons,victoria.simmons,victoria.simmons@skillsnet.dk,victoria.simmons@skillsnet.dk,Theatre director,Port Aaron,Skillsnet,Employees
Derek,Alexander,derek.alexander,derek.alexander@skillsnet.dk,derek.alexander@skillsnet.dk,Tax inspector,Port Brettfurt,Skillsnet,Tech
Keith,Vaughn,keith.vaughn,keith.vaughn@nordictemps.net,keith.vaughn@nordictemps.net,Plant breeder/geneticist,Port Jenniferbury,NordicTemps,Contractors
Richard,Harding,richard.harding,richard.harding@skillsnet.dk,richard.harding@skillsnet.dk,"Research officer, political party",Mcgrathfurt,Skillsnet,Development
Bruce,Thompson,bruce.thompson,bruce.thompson@talentforce.net,bruce.thompson@talentforce.net,IT sales professional,New Cindyburgh,TalentForce,Contractors
Barbara,Price,barbara.price,barbara.price@skillsnet.dk,barbara.price@skillsnet.dk,Comptroller,Andrewmouth,Skillsnet,Development
Kristina,Edwards,kristina.edwards,kristina.edwards@skillsnet.dk,kristina.edwards@skillsnet.dk,Magazine features editor,West Ashley,Skillsnet,Finance
Anthony,Dominguez,anthony.dominguez,anthony.dominguez@skillsnet.dk,anthony.dominguez@skillsnet.dk,Geoscientist,West Alexis,Skillsnet,Development
Justin,Reynolds,justin.reynolds,justin.reynolds@skillsnet.dk,justin.reynolds@skillsnet.dk,Ergonomist,East Melissafurt,Skillsnet,Sales
Dean,King,dean.king,dean.king@skillsnet.dk,dean.king@skillsnet.dk,Technical brewer,Port David,Skillsnet,Tech
Vanessa,Cunningham,vanessa.cunningham,vanessa.cunningham@skillsnet.dk,vanessa.cunningham@skillsnet.dk,Quantity surveyor,Patriciafort,Skillsnet,Employees
Cheyenne,Marsh,cheyenne.marsh,cheyenne.marsh@skillsnet.dk,cheyenne.marsh@skillsnet.dk,Airline pilot,Sandovalchester,Skillsnet,Finance
Michael,Salinas,michael.salinas,michael.salinas@skillsnet.dk,michael.salinas@skillsnet.dk,Horticultural therapist,Greenbury,Skillsnet,Development
